,label,cluster,id,c0.4,c0.3,c0.25,c0.1,c0.05,cluster.ordered,count,pgkb,drugbank,drug,gene
958,"(dexamethasone,runx2)",3,2156,3,46,54,337,566,20,7,0,0,dexamethasone,runx2
3207,"(tacrolimus,egfr)",13,2157,14,14,14,20,991,11,6,0,0,tacrolimus,egfr
206,"(atorvastatin,adiponectin)",16,2158,18,24,29,55,64,25,14,0,0,atorvastatin,adiponectin
708,"(ctla4ig,cd80)",19,2159,25,34,41,73,89,15,12,0,1,ctla4ig,cd80
1151,"(estradiol,bmp-7)",9,2160,10,10,10,104,313,6,5,0,0,estradiol,bmp-7
2574,"(pge2,fmlp)",22,2161,31,43,80,533,1057,22,17,0,0,pge2,fmlp
2873,"(rapamycin,rheb)",8,2162,9,9,9,80,1058,17,38,0,0,rapamycin,rheb
2729,"(procainamide,dnmt1)",4,2163,6,6,6,150,657,8,5,0,1,procainamide,dnmt1
3320,"(tiotropium,copd)",10,2164,11,11,11,130,172,24,361,0,0,tiotropium,copd
1301,"(fibrates,pltp)",3,2165,3,3,3,4,382,20,5,0,0,fibrates,pltp
3150,"(streptokinase,pai-1)",8,2166,9,9,19,28,32,17,14,0,0,streptokinase,pai-1
292,"(berberine,ampk)",5,2167,5,25,30,65,207,14,41,0,0,berberine,ampk
622,"(clomipramine,cyp2d6)",4,2168,6,6,6,492,1059,8,9,1,0,clomipramine,cyp2d6
2803,"(quinidine,cyp2d)",13,2169,14,14,14,20,24,11,9,0,0,quinidine,cyp2d
761,"(curcumin,stat1)",18,2170,30,39,47,97,1060,21,6,0,0,curcumin,stat1
762,"(curcumin,stat3)",4,2171,6,80,96,534,1061,8,34,0,0,curcumin,stat3
3040,"(salmeterol,beta2)",5,2172,21,33,39,159,223,14,11,0,0,salmeterol,beta2
3477,"(vinorelbine,bcl-2)",12,2173,22,28,34,83,138,1,5,0,0,vinorelbine,bcl-2
3044,"(saquinavir,p-gp)",7,2174,19,20,23,35,248,3,33,1,0,saquinavir,p-gp
2668,"(pioglitazone,ppar-gamma)",5,2175,21,33,39,68,262,14,78,0,1,pioglitazone,ppar-gamma
3081,"(simvastatin,icam-1)",16,2176,18,24,43,82,1062,25,9,0,0,simvastatin,icam-1
2387,"(norepinephrine,alpha1)",5,2177,21,26,31,63,75,14,27,1,1,norepinephrine,alpha1
2647,"(phosphatidylserine,pssa)",12,2178,13,13,13,19,620,1,7,0,1,phosphatidylserine,pssa
1333,"(fk506,ppiase)",22,2179,31,43,80,433,1063,22,43,0,0,fk506,ppiase
2321,"(naltrexone,pomc)",3,2180,3,3,3,4,382,20,5,0,0,naltrexone,pomc
20,"(abx-egf,egfr)",4,2181,6,18,20,489,945,8,10,1,1,abx-egf,egfr
1969,"(itraconazole,mtor)",24,2182,36,52,60,535,1064,4,5,0,0,itraconazole,mtor
1470,"(gefitinib,bcrp)",7,2183,19,20,23,536,1065,3,30,0,0,gefitinib,bcrp
1506,"(gemfibrozil,statin)",9,2184,42,77,90,537,1066,6,15,0,0,gemfibrozil,statin
2016,"(lapatinib,egfr)",4,2185,6,6,6,95,1024,8,115,1,1,lapatinib,egfr
2750,"(propofol,inos)",14,2186,15,29,35,538,1067,23,12,0,0,propofol,inos
2914,"(resveratrol,icam-1)",16,2187,18,24,29,62,97,25,9,0,0,resveratrol,icam-1
2429,"(ofatumumab,cd20)",4,2188,6,18,20,489,945,8,19,0,0,ofatumumab,cd20
3409,"(urokinase,vegf)",6,2189,7,7,22,92,113,12,11,0,0,urokinase,vegf
782,"(cyclosporin,col6a1)",12,2190,22,49,57,133,574,1,5,0,0,cyclosporin,col6a1
3011,"(rosiglitazone,mcp-1)",12,2191,22,45,53,110,681,1,9,0,0,rosiglitazone,mcp-1
2090,"(lovastatin,rhoa)",3,2192,3,46,54,111,1068,20,26,0,0,lovastatin,rhoa
2092,"(lovastatin,survivin)",8,2193,9,9,9,80,735,17,8,0,0,lovastatin,survivin
107,"(amiloride,asic)",4,2194,4,4,4,5,342,8,12,0,1,amiloride,asic
1158,"(estradiol,cort)",9,2195,10,10,10,104,254,6,8,0,0,estradiol,cort
2101,"(maraviroc,ccr5)",4,2196,4,60,69,161,226,8,147,1,1,maraviroc,ccr5
2385,"(noradrenaline,lhrh)",5,2197,21,26,31,113,143,14,13,0,0,noradrenaline,lhrh
3486,"(vorinostat,ctcl)",10,2198,11,11,11,130,1069,24,38,0,0,vorinostat,ctcl
614,"(clofibrate,cyp2e1)",11,2199,12,71,84,303,869,18,6,0,0,clofibrate,cyp2e1
489,"(cerulenin,fasn)",4,2200,6,6,6,102,875,8,5,0,1,cerulenin,fasn
1032,"(diuretics,copd)",10,2201,11,11,11,81,99,24,7,0,0,diuretics,copd
341,"(bortezomib,survivin)",16,2202,18,24,29,315,1070,25,11,0,0,bortezomib,survivin
364,"(buspirone,s100b)",1,2203,1,59,97,445,837,13,9,0,0,buspirone,s100b
2104,"(medetomidine,gastrin)",8,2204,9,9,9,539,1071,17,6,0,0,medetomidine,gastrin
2480,"(oxytocin,oxtr)",6,2205,7,7,22,31,550,12,69,0,1,oxytocin,oxtr
2180,"(metformin,pten)",16,2206,18,19,21,321,1072,25,5,0,0,metformin,pten
977,"(dhea,dhea-st)",7,2207,8,8,8,87,230,3,12,0,0,dhea,dhea-st
928,"(dexamethasone,mtor)",4,2208,6,6,6,17,20,8,11,0,0,dexamethasone,mtor
727,"(curcumin,cyp1a1)",4,2209,6,6,6,139,186,8,10,0,0,curcumin,cyp1a1
2061,"(losartan,a-ii)",4,2210,4,4,4,5,7,8,11,0,0,losartan,a-ii
2048,"(lidocaine,egfr)",4,2211,6,6,6,296,1073,8,7,0,1,lidocaine,egfr
1364,"(fluoxetine,mao-a)",4,2212,6,6,6,14,1074,8,6,0,0,fluoxetine,mao-a
1343,"(fluconazole,cdr1)",12,2213,13,13,13,100,1075,1,28,0,0,fluconazole,cdr1
3,"(2-methoxyestradiol,hif-1alpha)",4,2214,6,6,6,93,271,8,12,0,0,2-methoxyestradiol,hif-1alpha
2318,"(naloxone,tlr4)",4,2215,4,4,4,11,1076,8,9,0,1,naloxone,tlr4
196,"(artemisinin,cyp2c19)",2,2216,2,75,88,540,1077,7,8,0,0,artemisinin,cyp2c19
303,"(betaine,bgt-1)",7,2217,19,20,26,541,1078,3,15,0,0,betaine,bgt-1
2641,"(phenytoin,ml-1)",8,2218,9,9,9,10,1079,17,14,0,0,phenytoin,ml-1
2103,"(mecamylamine,nachr)",4,2219,4,60,69,542,1080,8,77,0,0,mecamylamine,nachr
3069,"(simvastatin,apom)",16,2220,18,24,29,62,128,25,18,0,0,simvastatin,apom
3275,"(terfenadine,cyp3a4)",17,2221,20,69,81,215,1081,2,26,1,0,terfenadine,cyp3a4
1376,"(flutamide,cyp1a2)",7,2222,19,20,26,407,1082,3,14,0,0,flutamide,cyp1a2
2564,"(pge2,bfgf)",16,2223,18,24,43,162,675,25,20,0,0,pge2,bfgf
2567,"(pge2,cgrp)",25,2224,43,78,91,543,1083,5,15,0,0,pge2,cgrp
1696,"(hyaluronan,layilin)",6,2225,7,7,22,121,993,12,9,0,0,hyaluronan,layilin
2486,"(paclitaxel,ap-1)",3,2226,3,46,103,348,1084,20,10,0,0,paclitaxel,ap-1
2409,"(nortriptyline,cyp2d6)",7,2227,19,20,25,470,1085,3,30,1,0,nortriptyline,cyp2d6
1213,"(estrone,bcrp)",7,2228,27,50,58,131,850,3,8,0,0,estrone,bcrp
112,"(amiloride,u-pa)",4,2229,6,6,6,139,1086,8,7,0,1,amiloride,u-pa
2830,"(rapamycin,eef2)",8,2230,9,9,19,354,610,17,15,0,0,rapamycin,eef2
1410,"(forskolin,ifn-gamma)",8,2231,9,9,19,28,32,17,8,0,0,forskolin,ifn-gamma
314,"(bexarotene,ctcl)",10,2232,11,11,11,130,172,24,71,0,0,bexarotene,ctcl
632,"(clotrimazole,aromatase)",21,2233,44,79,92,272,422,19,6,0,0,clotrimazole,aromatase
764,"(curcumin,tlr2)",18,2234,24,31,37,60,72,21,8,0,0,curcumin,tlr2
2038,"(leuprorelin,lhrh)",5,2235,21,33,39,156,214,14,16,0,0,leuprorelin,lhrh
765,"(curcumin,tlr4)",21,2236,29,38,75,185,534,19,8,0,0,curcumin,tlr4
464,"(celecoxib,caspase-3)",12,2237,22,28,34,206,303,1,10,1,0,celecoxib,caspase-3
579,"(cisplatin,mrp2)",4,2238,39,62,72,174,245,8,24,0,0,cisplatin,mrp2
1864,"(imatinib,pc-3)",8,2239,9,9,19,28,571,17,8,0,0,imatinib,pc-3
1729,"(hydroquinone,nadph)",9,2240,10,23,28,76,92,6,15,0,0,hydroquinone,nadph
3118,"(sorafenib,mtor)",13,2241,14,14,14,20,227,11,13,0,0,sorafenib,mtor
1398,"(forskolin,aromatase)",16,2242,18,24,29,268,625,25,14,0,0,forskolin,aromatase
3318,"(ticlopidine,p2y12)",4,2243,4,4,4,11,557,8,13,1,1,ticlopidine,p2y12
768,"(curcumin,vegf)",16,2244,18,24,29,62,74,25,35,0,0,curcumin,vegf
2191,"(methotrexate,etanercept)",2,2245,2,2,2,2,3,7,135,0,0,methotrexate,etanercept
1031,"(disulfiram,cyp2e1)",13,2246,14,14,14,20,24,11,21,0,0,disulfiram,cyp2e1
130,"(amlexanox,s100a12)",19,2247,25,34,41,544,1087,15,5,0,1,amlexanox,s100a12
243,"(atra,eotaxin)",16,2248,18,24,29,62,821,25,6,0,0,atra,eotaxin
1143,"(estradiol,ampk)",5,2249,5,25,30,226,331,14,6,0,0,estradiol,ampk
17,"(abciximab,mac-1)",19,2250,25,34,41,73,89,15,6,0,0,abciximab,mac-1
1205,"(estradiol,sulfatase)",16,2251,18,21,24,545,1088,25,22,0,0,estradiol,sulfatase
2493,"(paclitaxel,dppiv)",12,2252,22,49,57,237,951,1,6,0,0,paclitaxel,dppiv
530,"(cilostazol,nf-kappab)",8,2253,40,68,79,476,916,17,16,0,0,cilostazol,nf-kappab
1217,"(estrone,mrp1)",7,2254,27,50,58,131,850,3,7,0,0,estrone,mrp1
766,"(curcumin,trpa1)",1,2255,1,1,1,1,107,13,6,0,0,curcumin,trpa1
3020,"(rosiglitazone,pparg)",5,2256,21,26,31,49,56,14,10,0,1,rosiglitazone,pparg
3086,"(simvastatin,mmp-3)",3,2257,3,46,54,190,1089,20,6,0,0,simvastatin,mmp-3
307,"(betaine,nf-kappab)",3,2258,3,46,54,546,1090,20,8,0,0,betaine,nf-kappab
932,"(dexamethasone,myocilin)",11,2259,12,71,84,338,1091,18,14,0,0,dexamethasone,myocilin
3087,"(simvastatin,mmp-9)",3,2260,3,46,103,348,788,20,35,0,0,simvastatin,mmp-9
2919,"(resveratrol,mmp-9)",16,2261,18,24,29,62,74,25,36,0,0,resveratrol,mmp-9
1536,"(genistein,mcp-1)",16,2262,18,19,21,90,301,25,12,0,0,genistein,mcp-1
3304,"(thyroglobulin,calcitonin)",8,2263,9,9,19,28,32,17,38,0,0,thyroglobulin,calcitonin
2918,"(resveratrol,mmp-2)",3,2264,3,46,54,201,305,20,8,0,0,resveratrol,mmp-2
1705,"(hyaluronate,ghap)",20,2265,26,70,82,210,309,9,9,0,0,hyaluronate,ghap
2797,"(pyrimethamine,dhfr)",4,2266,6,6,6,150,1092,8,110,0,1,pyrimethamine,dhfr
3193,"(suramin,afgf)",1,2267,1,93,121,432,799,13,5,0,0,suramin,afgf
2259,"(mivacurium,pseudocholinesterase)",7,2268,27,36,44,108,526,3,14,0,1,mivacurium,pseudocholinesterase
2809,"(rabeprazole,cyp2c19)",15,2269,16,27,33,51,1093,10,70,0,0,rabeprazole,cyp2c19
1077,"(doxorubicin,parp)",2,2270,2,32,38,112,142,7,7,0,0,doxorubicin,parp
3213,"(tacrolimus,vegf)",8,2271,9,9,9,69,83,17,5,0,0,tacrolimus,vegf
2275,"(mupirocin,ilers)",4,2272,6,6,6,150,1094,8,6,0,0,mupirocin,ilers
729,"(curcumin,egr-1)",16,2273,23,30,111,369,1095,25,24,0,0,curcumin,egr-1
2421,"(octreotide,ho-1)",5,2274,21,26,31,49,1096,14,10,0,0,octreotide,ho-1
1964,"(isoproterenol,rap1)",5,2275,5,25,30,226,331,14,5,0,0,isoproterenol,rap1
2663,"(pioglitazone,lox-1)",16,2276,18,19,21,321,741,25,8,0,0,pioglitazone,lox-1
1917,"(indomethacin,ppar)",5,2277,21,26,31,63,194,14,7,0,0,indomethacin,ppar
1179,"(estradiol,hoxa10)",11,2278,17,17,18,33,38,18,7,0,0,estradiol,hoxa10
215,"(atorvastatin,ldlc)",11,2279,17,17,18,24,28,18,6,0,0,atorvastatin,ldlc
449,"(carnitine,pparalpha)",12,2280,13,13,13,368,1097,1,28,0,0,carnitine,pparalpha
2483,"(oxytocin,reticulum)",18,2281,24,31,71,225,920,21,11,0,0,oxytocin,reticulum
1555,"(glcnac,chia)",11,2282,12,71,84,338,569,18,17,0,0,glcnac,chia
2222,"(mianserin,5-ht2c)",4,2283,4,4,4,5,78,8,10,0,1,mianserin,5-ht2c
2221,"(mianserin,5-ht2a)",4,2284,4,4,4,11,557,8,12,0,1,mianserin,5-ht2a
2594,"(pge2,lhrh)",11,2285,17,17,18,61,1004,18,82,0,0,pge2,lhrh
979,"(dhea,enos)",5,2286,5,25,30,226,331,14,11,0,0,dhea,enos
811,"(cyclosporine,reticulum)",11,2287,17,90,117,409,739,18,6,0,0,cyclosporine,reticulum
1278,"(fenofibrate,pcsk9)",16,2288,18,24,29,55,64,25,15,0,0,fenofibrate,pcsk9
1454,"(g-csf,jak2)",12,2289,22,28,34,83,138,1,13,0,0,g-csf,jak2
2531,"(pargyline,mao-b)",13,2290,14,14,14,125,1098,11,27,0,1,pargyline,mao-b
1453,"(g-csf,jak1)",12,2291,22,28,34,83,720,1,16,0,0,g-csf,jak1
2192,"(methotrexate,g-csf)",9,2292,10,23,28,85,105,6,9,0,0,methotrexate,g-csf
2463,"(ouabain,caspase-3)",5,2293,5,5,5,6,8,14,16,0,0,ouabain,caspase-3
304,"(betaine,bgt1)",17,2294,20,69,81,430,792,2,25,0,0,betaine,bgt1
2095,"(lucanthone,ape1)",4,2295,6,6,6,41,1099,8,14,0,1,lucanthone,ape1
2227,"(midazolam,cyp3a4)",7,2296,19,20,23,35,248,3,124,0,0,midazolam,cyp3a4
505,"(chloramphenicol,ifn-gamma)",17,2297,20,22,27,306,1100,2,14,0,0,chloramphenicol,ifn-gamma
72,"(aldosterone,nhe3)",5,2298,5,25,40,72,87,14,8,0,0,aldosterone,nhe3
2727,"(probucol,ho-1)",5,2299,5,25,40,462,1101,14,9,0,0,probucol,ho-1
779,"(cyclophosphamide,sargramostim)",2,2300,2,2,2,79,236,7,6,0,0,cyclophosphamide,sargramostim
1154,"(estradiol,cd40l)",8,2301,9,9,19,28,279,17,5,0,0,estradiol,cd40l
660,"(collagenase,stromelysin-2)",12,2302,22,28,101,465,891,1,5,0,0,collagenase,stromelysin-2
659,"(collagenase,stromelysin-1)",2,2303,2,2,2,2,870,7,27,0,0,collagenase,stromelysin-1
985,"(dhea,igf-i)",9,2304,10,10,10,547,1102,6,13,0,0,dhea,igf-i
658,"(collagenase,mt1-mmp)",17,2305,20,69,81,509,1008,2,13,0,0,collagenase,mt1-mmp
2530,"(pargyline,mao-a)",4,2306,6,6,6,93,271,8,26,0,1,pargyline,mao-a
2509,"(paclitaxel,s100p)",8,2307,9,9,19,28,279,17,9,0,0,paclitaxel,s100p
1407,"(forskolin,gastrin)",8,2308,9,9,19,28,32,17,7,0,0,forskolin,gastrin
2241,"(minocycline,inos)",8,2309,9,9,9,217,1103,17,12,0,0,minocycline,inos
2717,"(prednisone,il-10)",10,2310,11,11,11,81,99,24,5,0,0,prednisone,il-10
320,"(biguanides,alpha-glucosidase)",13,2311,14,14,14,125,164,11,6,0,0,biguanides,alpha-glucosidase
1461,"(g-csf,socs3)",8,2312,9,9,9,10,12,17,16,0,0,g-csf,socs3
2703,"(pravastatin,mcp-1)",16,2313,18,24,29,428,1104,25,6,0,0,pravastatin,mcp-1
1460,"(g-csf,socs1)",11,2314,12,71,84,338,569,18,8,0,0,g-csf,socs1
973,"(dextran,u-pa)",1,2315,1,1,1,1,1105,13,5,0,0,dextran,u-pa
964,"(dexamethasone,sr-bi)",8,2316,9,9,19,28,279,17,5,0,0,dexamethasone,sr-bi
2380,"(noradrenaline,cgrp)",16,2317,18,19,21,128,445,25,17,0,0,noradrenaline,cgrp
1962,"(isoproterenol,mucin)",16,2318,18,24,29,59,146,25,26,0,0,isoproterenol,mucin
2709,"(prednisolone,amyloidosis)",10,2319,11,89,116,399,710,24,8,0,0,prednisolone,amyloidosis
2871,"(rapamycin,raptor)",18,2320,34,44,52,180,1106,21,45,0,0,rapamycin,raptor
1919,"(indomethacin,survivin)",3,2321,3,3,3,4,382,20,10,0,0,indomethacin,survivin
377,"(calcitriol,ifn-gamma)",25,2322,43,78,91,281,444,5,10,0,0,calcitriol,ifn-gamma
1604,"(gm-csf,ifn-alpha)",9,2323,10,23,28,85,105,6,54,0,0,gm-csf,ifn-alpha
2337,"(ndga,phospholipase)",4,2324,6,6,6,492,1107,8,19,0,0,ndga,phospholipase
434,"(carboplatin,g-csf)",9,2325,10,10,10,104,313,6,23,0,0,carboplatin,g-csf
2298,"(nadh,nadph)",2,2326,2,2,2,2,3,7,858,0,0,nadh,nadph
368,"(calcitriol,aromatase)",18,2327,34,58,66,512,1108,21,15,0,0,calcitriol,aromatase
2968,"(ritonavir,hsp90)",19,2328,25,34,41,73,350,15,7,0,0,ritonavir,hsp90
1080,"(doxorubicin,reticulum)",20,2329,37,64,74,183,264,9,33,0,0,doxorubicin,reticulum
109,"(amiloride,nhe-1)",13,2330,14,14,14,20,24,11,11,0,1,amiloride,nhe-1
1986,"(ketoconazole,p-gp)",4,2331,6,6,6,102,875,8,18,1,0,ketoconazole,p-gp
2144,"(meloxicam,vegf)",16,2332,18,24,29,62,97,25,6,0,0,meloxicam,vegf
1108,"(efavirenz,cyp2b6)",7,2333,19,20,23,35,248,3,83,0,0,efavirenz,cyp2b6
2155,"(menadione,sod1)",1,2334,1,1,1,239,363,13,8,0,0,menadione,sod1
395,"(capsaicin,cgrp)",16,2335,18,24,29,59,146,25,361,0,0,capsaicin,cgrp
1068,"(doxorubicin,hsp27)",7,2336,19,20,26,407,1109,3,16,0,0,doxorubicin,hsp27
1690,"(hyaluronan,habp1)",20,2337,26,70,82,210,309,9,23,0,0,hyaluronan,habp1
3263,"(telmisartan,pparalpha)",5,2338,21,26,31,49,376,14,8,0,0,telmisartan,pparalpha
1496,"(gemcitabine,nfkappab)",3,2339,3,46,103,548,1110,20,5,0,0,gemcitabine,nfkappab
2775,"(prostacyclin,edrf)",2,2340,2,2,2,3,4,7,34,0,0,prostacyclin,edrf
224,"(atorvastatin,resistin)",16,2341,18,24,29,227,336,25,11,0,0,atorvastatin,resistin
486,"(cerivastatin,enos)",16,2342,18,24,29,58,520,25,24,0,0,cerivastatin,enos
2998,"(rosiglitazone,adipor2)",11,2343,17,17,18,137,647,18,9,0,0,rosiglitazone,adipor2
2408,"(norethindrone,aromatase)",4,2344,6,6,6,93,604,8,5,0,0,norethindrone,aromatase
3019,"(rosiglitazone,ppar)",5,2345,21,33,39,68,96,14,97,0,0,rosiglitazone,ppar
124,"(amiodarone,phospholipase)",13,2346,14,14,14,125,164,11,19,0,0,amiodarone,phospholipase
1359,"(fluoxetine,cyp2c19)",4,2347,6,6,6,14,1074,8,8,1,0,fluoxetine,cyp2c19
1934,"(irinotecan,cyp3a4)",7,2348,8,8,8,87,230,3,17,1,0,irinotecan,cyp3a4
2642,"(phosphatidylserine,atp8a2)",17,2349,20,69,81,509,1008,2,8,0,0,phosphatidylserine,atp8a2
2393,"(norepinephrine,creb)",3,2350,3,3,3,244,369,20,13,0,0,norepinephrine,creb
599,"(cisplatin,trpv1)",1,2351,1,1,1,1,107,13,7,0,0,cisplatin,trpv1
231,"(atra,aqp3)",16,2352,18,24,29,124,314,25,12,0,0,atra,aqp3
3307,"(thyrotropin,autoantigen)",6,2353,7,7,22,121,993,12,12,0,0,thyrotropin,autoantigen
1078,"(doxorubicin,pc-3)",12,2354,22,28,34,154,211,1,19,0,0,doxorubicin,pc-3
1354,"(fluorescein,mrp1)",7,2355,8,8,8,78,94,3,10,0,0,fluorescein,mrp1
3397,"(tropisetron,nachr)",5,2356,21,33,39,159,917,14,7,0,0,tropisetron,nachr
2053,"(loperamide,p-gp)",7,2357,8,8,8,87,481,3,17,0,0,loperamide,p-gp
1361,"(fluoxetine,darpp-32)",1,2358,1,1,1,96,513,13,5,0,0,fluoxetine,darpp-32
3450,"(verapamil,abcb1)",13,2359,14,14,14,20,227,11,10,0,0,verapamil,abcb1
1560,"(glcnac,rft1)",8,2360,9,9,19,28,32,17,6,0,0,glcnac,rft1
1033,"(diuretics,ncct)",20,2361,37,56,64,394,1052,9,6,0,0,diuretics,ncct
260,"(atra,mmp-9)",5,2362,5,25,30,65,1111,14,26,0,0,atra,mmp-9
1152,"(estradiol,brca1)",9,2363,10,23,28,42,525,6,13,0,0,estradiol,brca1
2644,"(phosphatidylserine,lactadherin)",12,2364,22,28,101,336,564,1,14,0,0,phosphatidylserine,lactadherin
2981,"(rizatriptan,cgrp)",11,2365,17,17,18,137,180,18,10,0,0,rizatriptan,cgrp
1640,"(gp120,cxcr4)",14,2366,28,37,45,549,1112,23,162,0,0,gp120,cxcr4
362,"(buspirone,5ht1a)",5,2367,21,33,39,159,223,14,9,0,1,buspirone,5ht1a
241,"(atra,ddah)",1,2368,1,1,1,115,653,13,6,0,0,atra,ddah
2544,"(pentagastrin,cck-b)",5,2369,21,26,31,63,75,14,11,0,1,pentagastrin,cck-b
2559,"(pge2,15-pgdh)",12,2370,13,13,13,420,774,1,37,0,0,pge2,15-pgdh
450,"(carrageenan,cox-2)",11,2371,12,71,84,338,569,18,25,0,0,carrageenan,cox-2
2855,"(rapamycin,mtor)",4,2372,6,6,6,15,1113,8,2722,0,1,rapamycin,mtor
201,"(atazanavir,ugt1a1)",4,2373,6,6,6,139,482,8,8,1,0,atazanavir,ugt1a1
2220,"(mianserin,5-ht1c)",4,2374,4,4,4,5,78,8,18,0,1,mianserin,5-ht1c
1489,"(gemcitabine,cox-2)",4,2375,6,6,6,250,995,8,14,0,0,gemcitabine,cox-2
136,"(amprenavir,p-gp)",13,2376,14,14,14,20,24,11,7,1,0,amprenavir,p-gp
2158,"(mesalazine,cdc25a)",16,2377,23,30,111,550,1114,25,6,0,0,mesalazine,cdc25a
1679,"(hesperetin,herg)",12,2378,22,28,34,170,424,1,5,0,0,hesperetin,herg
878,"(dexamethasone,cort)",16,2379,18,21,32,50,1115,25,22,0,0,dexamethasone,cort
2579,"(pge2,ifn-alpha)",4,2380,6,6,6,139,232,8,7,0,0,pge2,ifn-alpha
2944,"(rifampin,cyp3a4)",16,2381,18,24,29,45,1116,25,46,0,0,rifampin,cyp3a4
2422,"(octreotide,ifn-alpha)",9,2382,10,23,28,42,493,6,7,0,0,octreotide,ifn-alpha
2793,"(pyridoxal,palp)",12,2383,13,13,13,551,1117,1,9,0,0,pyridoxal,palp
1554,"(gentamicin,pi-plc)",22,2384,31,43,80,552,1118,22,5,0,0,gentamicin,pi-plc
1055,"(donepezil,butyrylcholinesterase)",4,2385,6,6,6,14,1119,8,8,0,0,donepezil,butyrylcholinesterase
3349,"(trastuzumab,egfr)",12,2386,22,49,57,237,951,1,35,0,1,trastuzumab,egfr
1920,"(indomethacin,timp)",4,2387,6,6,6,401,715,8,8,0,0,indomethacin,timp
1045,"(docetaxel,cyp3a4)",7,2388,19,20,23,35,325,3,41,1,0,docetaxel,cyp3a4
2132,"(melatonin,mtnr1b)",6,2389,7,7,22,31,550,12,24,0,1,melatonin,mtnr1b
391,"(capecitabine,her2)",10,2390,11,11,11,130,172,24,13,0,0,capecitabine,her2
2131,"(melatonin,mtnr1a)",6,2391,7,7,22,31,203,12,22,0,1,melatonin,mtnr1a
308,"(betaine,prox)",14,2392,28,37,45,553,1120,23,11,0,0,betaine,prox
1492,"(gemcitabine,hcnt1)",7,2393,27,50,58,461,877,3,10,0,0,gemcitabine,hcnt1
1366,"(fluoxetine,sert)",4,2394,6,6,6,95,1121,8,51,0,1,fluoxetine,sert
1342,"(flecainide,cyp2d6)",4,2395,6,6,6,17,20,8,14,1,0,flecainide,cyp2d6
2788,"(pyridostigmine,cholinesterase)",22,2396,31,40,48,98,1122,22,65,0,1,pyridostigmine,cholinesterase
3317,"(ticlopidine,cyp2c19)",15,2397,16,16,16,22,532,10,14,0,0,ticlopidine,cyp2c19
792,"(cyclosporin,mdr1)",15,2398,16,16,16,22,1123,10,25,0,0,cyclosporin,mdr1
2436,"(oltipraz,cyp1a1)",16,2399,18,24,29,127,202,25,16,0,0,oltipraz,cyp1a1
1462,"(g-csf,stat1)",12,2400,22,28,34,83,720,1,10,0,0,g-csf,stat1
1463,"(g-csf,stat3)",5,2401,5,25,30,65,207,14,64,0,0,g-csf,stat3
2432,"(olanzapine,cyp1a2)",7,2402,8,8,8,89,217,3,25,0,0,olanzapine,cyp1a2
3395,"(tropisetron,5-ht4)",4,2403,4,4,4,5,78,8,15,0,0,tropisetron,5-ht4
2638,"(phenytoin,cyp3a)",12,2404,22,49,57,237,887,1,6,0,0,phenytoin,cyp3a
2428,"(oestriol,lactogen)",17,2405,20,69,81,509,1008,2,8,0,0,oestriol,lactogen
3295,"(theophylline,mfgm)",2,2406,41,76,89,260,399,7,6,0,0,theophylline,mfgm
2239,"(minocycline,glur1)",12,2407,22,28,34,83,102,1,6,0,0,minocycline,glur1
132,"(amodiaquine,cyp2c8)",7,2408,8,8,8,54,1124,3,10,0,0,amodiaquine,cyp2c8
2246,"(mirtazapine,comt)",11,2409,17,17,18,137,180,18,6,0,0,mirtazapine,comt
1668,"(halothane,ryr1)",1,2410,1,1,1,1,107,13,21,0,0,halothane,ryr1
2060,"(lornoxicam,cyp2c9)",7,2411,8,8,8,87,108,3,19,0,0,lornoxicam,cyp2c9
2447,"(omeprazole,cyp3a)",12,2412,22,49,57,237,1125,1,13,0,0,omeprazole,cyp3a
858,"(desmopressin,aqp2)",1,2413,1,1,1,397,1126,13,8,0,0,desmopressin,aqp2
2754,"(propofol,trpc5)",16,2414,18,24,29,421,1127,25,5,0,0,propofol,trpc5
2881,"(rapamycin,torc1)",4,2415,6,6,6,238,1128,8,84,0,0,rapamycin,torc1
531,"(cilostazol,pai-1)",16,2416,18,24,29,62,97,25,10,0,0,cilostazol,pai-1
3211,"(tacrolimus,il-10)",12,2417,22,49,57,129,170,1,8,0,0,tacrolimus,il-10
1063,"(doxorubicin,bcl-xl)",12,2418,22,49,57,133,574,1,16,0,0,doxorubicin,bcl-xl
2882,"(rapamycin,torc2)",18,2419,34,44,52,180,1129,21,26,0,0,rapamycin,torc2
701,"(creatine,slc6a8)",7,2420,19,20,26,214,1130,3,72,0,1,creatine,slc6a8
149,"(anxiolytics,5-ht1a)",5,2421,21,26,31,113,565,14,18,0,0,anxiolytics,5-ht1a
2001,"(l-glutamine,ppargamma)",3,2422,3,3,3,4,382,20,6,0,0,l-glutamine,ppargamma
318,"(bezafibrate,pparalpha)",5,2423,21,33,39,68,461,14,42,0,1,bezafibrate,pparalpha
2010,"(lamotrigine,glur1)",12,2424,22,28,34,83,102,1,5,0,0,lamotrigine,glur1
2898,"(resveratrol,ckii)",13,2425,14,14,68,554,1131,11,6,0,0,resveratrol,ckii
3410,"(valacyclovir,pept1)",7,2426,8,8,8,78,94,3,6,0,0,valacyclovir,pept1
2402,"(norepinephrine,phospholipase)",11,2427,17,17,18,61,184,18,36,0,0,norepinephrine,phospholipase
